,o_state_id,o_state_name,d_state_id,d_state_name,race,quintile,n
18531,18,Indiana,31,Nebraska,Black,2,15
18532,18,Indiana,31,Nebraska,Black,3,7
18533,18,Indiana,31,Nebraska,Black,4,2
18534,18,Indiana,31,Nebraska,Black,5,3
18535,18,Indiana,31,Nebraska,Hispanic,1,5
18536,18,Indiana,31,Nebraska,Hispanic,2,8
18537,18,Indiana,31,Nebraska,Hispanic,3,10
18538,18,Indiana,31,Nebraska,Hispanic,4,7
18539,18,Indiana,31,Nebraska,Hispanic,5,7
18540,18,Indiana,31,Nebraska,Other,1,7
18541,18,Indiana,31,Nebraska,Other,2,3
18542,18,Indiana,31,Nebraska,Other,3,4
18543,18,Indiana,31,Nebraska,Other,4,3
18544,18,Indiana,31,Nebraska,Other,5,3
18545,18,Indiana,31,Nebraska,White,1,50
18546,18,Indiana,31,Nebraska,White,2,81
18547,18,Indiana,31,Nebraska,White,3,136
18548,18,Indiana,31,Nebraska,White,4,149
18549,18,Indiana,31,Nebraska,White,5,143
18550,18,Indiana,32,Nevada,Asian,1,0
18551,18,Indiana,32,Nevada,Asian,2,2
18552,18,Indiana,32,Nevada,Asian,3,4
18553,18,Indiana,32,Nevada,Asian,4,1
18554,18,Indiana,32,Nevada,Asian,5,5
18555,18,Indiana,32,Nevada,Black,1,104
18556,18,Indiana,32,Nevada,Black,2,63
18557,18,Indiana,32,Nevada,Black,3,34
18558,18,Indiana,32,Nevada,Black,4,20
18559,18,Indiana,32,Nevada,Black,5,5
18560,18,Indiana,32,Nevada,Hispanic,1,24
18561,18,Indiana,32,Nevada,Hispanic,2,18
18562,18,Indiana,32,Nevada,Hispanic,3,25
18563,18,Indiana,32,Nevada,Hispanic,4,19
18564,18,Indiana,32,Nevada,Hispanic,5,8
18565,18,Indiana,32,Nevada,Other,1,28
18566,18,Indiana,32,Nevada,Other,2,24
18567,18,Indiana,32,Nevada,Other,3,23
18568,18,Indiana,32,Nevada,Other,4,13
18569,18,Indiana,32,Nevada,Other,5,5
18570,18,Indiana,32,Nevada,White,1,119
18571,18,Indiana,32,Nevada,White,2,148
18572,18,Indiana,32,Nevada,White,3,207
18573,18,Indiana,32,Nevada,White,4,241
18574,18,Indiana,32,Nevada,White,5,224
18575,18,Indiana,33,New Hampshire,Asian,1,0
18576,18,Indiana,33,New Hampshire,Asian,2,0
18577,18,Indiana,33,New Hampshire,Asian,3,0
18578,18,Indiana,33,New Hampshire,Asian,4,0
18579,18,Indiana,33,New Hampshire,Asian,5,0
18580,18,Indiana,33,New Hampshire,Black,1,1
18581,18,Indiana,33,New Hampshire,Black,2,3
18582,18,Indiana,33,New Hampshire,Black,3,1
18583,18,Indiana,33,New Hampshire,Black,4,1
18584,18,Indiana,33,New Hampshire,Black,5,1
18585,18,Indiana,33,New Hampshire,Hispanic,1,2
18586,18,Indiana,33,New Hampshire,Hispanic,2,1
18587,18,Indiana,33,New Hampshire,Hispanic,3,2
18588,18,Indiana,33,New Hampshire,Hispanic,4,3
18589,18,Indiana,33,New Hampshire,Hispanic,5,0
18590,18,Indiana,33,New Hampshire,Other,1,2
18591,18,Indiana,33,New Hampshire,Other,2,1
18592,18,Indiana,33,New Hampshire,Other,3,0
18593,18,Indiana,33,New Hampshire,Other,4,3
18594,18,Indiana,33,New Hampshire,Other,5,2
18595,18,Indiana,33,New Hampshire,White,1,19
18596,18,Indiana,33,New Hampshire,White,2,16
18597,18,Indiana,33,New Hampshire,White,3,53
18598,18,Indiana,33,New Hampshire,White,4,58
18599,18,Indiana,33,New Hampshire,White,5,49
18600,18,Indiana,34,New Jersey,Asian,1,4
18601,18,Indiana,34,New Jersey,Asian,2,3
18602,18,Indiana,34,New Jersey,Asian,3,3
18603,18,Indiana,34,New Jersey,Asian,4,3
18604,18,Indiana,34,New Jersey,Asian,5,3
18605,18,Indiana,34,New Jersey,Black,1,19
18606,18,Indiana,34,New Jersey,Black,2,19
18607,18,Indiana,34,New Jersey,Black,3,5
18608,18,Indiana,34,New Jersey,Black,4,6
18609,18,Indiana,34,New Jersey,Black,5,5
18610,18,Indiana,34,New Jersey,Hispanic,1,13
18611,18,Indiana,34,New Jersey,Hispanic,2,5
18612,18,Indiana,34,New Jersey,Hispanic,3,5
18613,18,Indiana,34,New Jersey,Hispanic,4,2
18614,18,Indiana,34,New Jersey,Hispanic,5,4
18615,18,Indiana,34,New Jersey,Other,1,5
18616,18,Indiana,34,New Jersey,Other,2,4
18617,18,Indiana,34,New Jersey,Other,3,7
18618,18,Indiana,34,New Jersey,Other,4,3
18619,18,Indiana,34,New Jersey,Other,5,6
18620,18,Indiana,34,New Jersey,White,1,25
18621,18,Indiana,34,New Jersey,White,2,37
18622,18,Indiana,34,New Jersey,White,3,74
18623,18,Indiana,34,New Jersey,White,4,119
18624,18,Indiana,34,New Jersey,White,5,187
18625,18,Indiana,35,New Mexico,Asian,1,1
18626,18,Indiana,35,New Mexico,Asian,2,1
18627,18,Indiana,35,New Mexico,Asian,3,0
18628,18,Indiana,35,New Mexico,Asian,4,0
18629,18,Indiana,35,New Mexico,Asian,5,2
18630,18,Indiana,35,New Mexico,Black,1,9
18631,18,Indiana,35,New Mexico,Black,2,9
18632,18,Indiana,35,New Mexico,Black,3,7
18633,18,Indiana,35,New Mexico,Black,4,3
18634,18,Indiana,35,New Mexico,Black,5,0
18635,18,Indiana,35,New Mexico,Hispanic,1,11
18636,18,Indiana,35,New Mexico,Hispanic,2,8
18637,18,Indiana,35,New Mexico,Hispanic,3,12
18638,18,Indiana,35,New Mexico,Hispanic,4,7
18639,18,Indiana,35,New Mexico,Hispanic,5,3
18640,18,Indiana,35,New Mexico,Other,1,6
18641,18,Indiana,35,New Mexico,Other,2,6
18642,18,Indiana,35,New Mexico,Other,3,9
18643,18,Indiana,35,New Mexico,Other,4,8
18644,18,Indiana,35,New Mexico,Other,5,3
18645,18,Indiana,35,New Mexico,White,1,40
18646,18,Indiana,35,New Mexico,White,2,70
18647,18,Indiana,35,New Mexico,White,3,103
18648,18,Indiana,35,New Mexico,White,4,122
18649,18,Indiana,35,New Mexico,White,5,126
18650,18,Indiana,36,New York,Asian,1,4
18651,18,Indiana,36,New York,Asian,2,7
18652,18,Indiana,36,New York,Asian,3,19
18653,18,Indiana,36,New York,Asian,4,15
18654,18,Indiana,36,New York,Asian,5,58
18655,18,Indiana,36,New York,Black,1,85
18656,18,Indiana,36,New York,Black,2,65
18657,18,Indiana,36,New York,Black,3,34
18658,18,Indiana,36,New York,Black,4,29
18659,18,Indiana,36,New York,Black,5,38
18660,18,Indiana,36,New York,Hispanic,1,40
18661,18,Indiana,36,New York,Hispanic,2,40
18662,18,Indiana,36,New York,Hispanic,3,31
18663,18,Indiana,36,New York,Hispanic,4,29
18664,18,Indiana,36,New York,Hispanic,5,44
18665,18,Indiana,36,New York,Other,1,28
18666,18,Indiana,36,New York,Other,2,32
18667,18,Indiana,36,New York,Other,3,29
18668,18,Indiana,36,New York,Other,4,30
18669,18,Indiana,36,New York,Other,5,51
18670,18,Indiana,36,New York,White,1,166
18671,18,Indiana,36,New York,White,2,269
18672,18,Indiana,36,New York,White,3,475
18673,18,Indiana,36,New York,White,4,683
18674,18,Indiana,36,New York,White,5,1408
18675,18,Indiana,37,North Carolina,Asian,1,2
18676,18,Indiana,37,North Carolina,Asian,2,5
18677,18,Indiana,37,North Carolina,Asian,3,6
18678,18,Indiana,37,North Carolina,Asian,4,13
18679,18,Indiana,37,North Carolina,Asian,5,10
18680,18,Indiana,37,North Carolina,Black,1,124
18681,18,Indiana,37,North Carolina,Black,2,110
18682,18,Indiana,37,North Carolina,Black,3,58
18683,18,Indiana,37,North Carolina,Black,4,48
18684,18,Indiana,37,North Carolina,Black,5,40
18685,18,Indiana,37,North Carolina,Hispanic,1,28
18686,18,Indiana,37,North Carolina,Hispanic,2,26
18687,18,Indiana,37,North Carolina,Hispanic,3,46
18688,18,Indiana,37,North Carolina,Hispanic,4,44
18689,18,Indiana,37,North Carolina,Hispanic,5,24
18690,18,Indiana,37,North Carolina,Other,1,46
18691,18,Indiana,37,North Carolina,Other,2,40
18692,18,Indiana,37,North Carolina,Other,3,48
18693,18,Indiana,37,North Carolina,Other,4,41
18694,18,Indiana,37,North Carolina,Other,5,28
18695,18,Indiana,37,North Carolina,White,1,363
18696,18,Indiana,37,North Carolina,White,2,568
18697,18,Indiana,37,North Carolina,White,3,857
18698,18,Indiana,37,North Carolina,White,4,1236
18699,18,Indiana,37,North Carolina,White,5,1324
18700,18,Indiana,38,North Dakota,Asian,1,0
18701,18,Indiana,38,North Dakota,Asian,2,0
18702,18,Indiana,38,North Dakota,Asian,3,0
18703,18,Indiana,38,North Dakota,Asian,4,1
18704,18,Indiana,38,North Dakota,Asian,5,-1
18705,18,Indiana,38,North Dakota,Black,1,10
18706,18,Indiana,38,North Dakota,Black,2,10
18707,18,Indiana,38,North Dakota,Black,3,4
18708,18,Indiana,38,North Dakota,Black,4,0
18709,18,Indiana,38,North Dakota,Black,5,0
18710,18,Indiana,38,North Dakota,Hispanic,1,1
18711,18,Indiana,38,North Dakota,Hispanic,2,2
18712,18,Indiana,38,North Dakota,Hispanic,3,6
18713,18,Indiana,38,North Dakota,Hispanic,4,4
18714,18,Indiana,38,North Dakota,Hispanic,5,1
18715,18,Indiana,38,North Dakota,Other,1,3
18716,18,Indiana,38,North Dakota,Other,2,1
18717,18,Indiana,38,North Dakota,Other,3,6
18718,18,Indiana,38,North Dakota,Other,4,4
18719,18,Indiana,38,North Dakota,Other,5,0
18720,18,Indiana,38,North Dakota,White,1,29
18721,18,Indiana,38,North Dakota,White,2,64
18722,18,Indiana,38,North Dakota,White,3,84
18723,18,Indiana,38,North Dakota,White,4,111
18724,18,Indiana,38,North Dakota,White,5,60
18725,18,Indiana,39,Ohio,Asian,1,5
18726,18,Indiana,39,Ohio,Asian,2,11
18727,18,Indiana,39,Ohio,Asian,3,14
18728,18,Indiana,39,Ohio,Asian,4,19
18729,18,Indiana,39,Ohio,Asian,5,26
18730,18,Indiana,39,Ohio,Black,1,361
18731,18,Indiana,39,Ohio,Black,2,231
18732,18,Indiana,39,Ohio,Black,3,144
18733,18,Indiana,39,Ohio,Black,4,87
18734,18,Indiana,39,Ohio,Black,5,61
18735,18,Indiana,39,Ohio,Hispanic,1,50
18736,18,Indiana,39,Ohio,Hispanic,2,58
18737,18,Indiana,39,Ohio,Hispanic,3,64
18738,18,Indiana,39,Ohio,Hispanic,4,66
18739,18,Indiana,39,Ohio,Hispanic,5,37
18740,18,Indiana,39,Ohio,Other,1,124
18741,18,Indiana,39,Ohio,Other,2,76
18742,18,Indiana,39,Ohio,Other,3,100
18743,18,Indiana,39,Ohio,Other,4,88
18744,18,Indiana,39,Ohio,Other,5,63
18745,18,Indiana,39,Ohio,White,1,1120
18746,18,Indiana,39,Ohio,White,2,1550
18747,18,Indiana,39,Ohio,White,3,2369
18748,18,Indiana,39,Ohio,White,4,3096
18749,18,Indiana,39,Ohio,White,5,2958
18750,18,Indiana,40,Oklahoma,Asian,1,1
18751,18,Indiana,40,Oklahoma,Asian,2,0
18752,18,Indiana,40,Oklahoma,Asian,3,1
18753,18,Indiana,40,Oklahoma,Asian,4,6
18754,18,Indiana,40,Oklahoma,Asian,5,2
18755,18,Indiana,40,Oklahoma,Black,1,34
18756,18,Indiana,40,Oklahoma,Black,2,37
18757,18,Indiana,40,Oklahoma,Black,3,13
18758,18,Indiana,40,Oklahoma,Black,4,14
18759,18,Indiana,40,Oklahoma,Black,5,1
18760,18,Indiana,40,Oklahoma,Hispanic,1,24
18761,18,Indiana,40,Oklahoma,Hispanic,2,13
18762,18,Indiana,40,Oklahoma,Hispanic,3,10
18763,18,Indiana,40,Oklahoma,Hispanic,4,8
18764,18,Indiana,40,Oklahoma,Hispanic,5,8
18765,18,Indiana,40,Oklahoma,Other,1,22
18766,18,Indiana,40,Oklahoma,Other,2,17
18767,18,Indiana,40,Oklahoma,Other,3,18
18768,18,Indiana,40,Oklahoma,Other,4,7
18769,18,Indiana,40,Oklahoma,Other,5,9
18770,18,Indiana,40,Oklahoma,White,1,138
18771,18,Indiana,40,Oklahoma,White,2,187
18772,18,Indiana,40,Oklahoma,White,3,285
18773,18,Indiana,40,Oklahoma,White,4,274
18774,18,Indiana,40,Oklahoma,White,5,219
18775,18,Indiana,41,Oregon,Asian,1,2
18776,18,Indiana,41,Oregon,Asian,2,1
18777,18,Indiana,41,Oregon,Asian,3,2
18778,18,Indiana,41,Oregon,Asian,4,2
18779,18,Indiana,41,Oregon,Asian,5,3
18780,18,Indiana,41,Oregon,Black,1,8
18781,18,Indiana,41,Oregon,Black,2,10
18782,18,Indiana,41,Oregon,Black,3,6
18783,18,Indiana,41,Oregon,Black,4,8
18784,18,Indiana,41,Oregon,Black,5,2
18785,18,Indiana,41,Oregon,Hispanic,1,4
18786,18,Indiana,41,Oregon,Hispanic,2,11
18787,18,Indiana,41,Oregon,Hispanic,3,12
18788,18,Indiana,41,Oregon,Hispanic,4,14
18789,18,Indiana,41,Oregon,Hispanic,5,12
18790,18,Indiana,41,Oregon,Other,1,14
18791,18,Indiana,41,Oregon,Other,2,9
18792,18,Indiana,41,Oregon,Other,3,19
18793,18,Indiana,41,Oregon,Other,4,11
18794,18,Indiana,41,Oregon,Other,5,15
18795,18,Indiana,41,Oregon,White,1,120
18796,18,Indiana,41,Oregon,White,2,195
18797,18,Indiana,41,Oregon,White,3,290
18798,18,Indiana,41,Oregon,White,4,371
18799,18,Indiana,41,Oregon,White,5,420
18800,18,Indiana,42,Pennsylvania,Asian,1,1
18801,18,Indiana,42,Pennsylvania,Asian,2,0
18802,18,Indiana,42,Pennsylvania,Asian,3,10
18803,18,Indiana,42,Pennsylvania,Asian,4,7
18804,18,Indiana,42,Pennsylvania,Asian,5,8
18805,18,Indiana,42,Pennsylvania,Black,1,56
18806,18,Indiana,42,Pennsylvania,Black,2,35
18807,18,Indiana,42,Pennsylvania,Black,3,19
18808,18,Indiana,42,Pennsylvania,Black,4,24
18809,18,Indiana,42,Pennsylvania,Black,5,19
18810,18,Indiana,42,Pennsylvania,Hispanic,1,21
18811,18,Indiana,42,Pennsylvania,Hispanic,2,19
18812,18,Indiana,42,Pennsylvania,Hispanic,3,22
18813,18,Indiana,42,Pennsylvania,Hispanic,4,24
18814,18,Indiana,42,Pennsylvania,Hispanic,5,7
18815,18,Indiana,42,Pennsylvania,Other,1,31
18816,18,Indiana,42,Pennsylvania,Other,2,18
18817,18,Indiana,42,Pennsylvania,Other,3,17
18818,18,Indiana,42,Pennsylvania,Other,4,17
18819,18,Indiana,42,Pennsylvania,Other,5,15
18820,18,Indiana,42,Pennsylvania,White,1,169
18821,18,Indiana,42,Pennsylvania,White,2,258
18822,18,Indiana,42,Pennsylvania,White,3,434
18823,18,Indiana,42,Pennsylvania,White,4,578
18824,18,Indiana,42,Pennsylvania,White,5,697
18825,18,Indiana,44,Rhode Island,Asian,1,1
18826,18,Indiana,44,Rhode Island,Asian,2,0
18827,18,Indiana,44,Rhode Island,Asian,3,1
18828,18,Indiana,44,Rhode Island,Asian,4,2
18829,18,Indiana,44,Rhode Island,Asian,5,2
18830,18,Indiana,44,Rhode Island,Black,1,2
18831,18,Indiana,44,Rhode Island,Black,2,1
18832,18,Indiana,44,Rhode Island,Black,3,1
18833,18,Indiana,44,Rhode Island,Black,4,0
18834,18,Indiana,44,Rhode Island,Black,5,2
18835,18,Indiana,44,Rhode Island,Hispanic,1,2
18836,18,Indiana,44,Rhode Island,Hispanic,2,2
18837,18,Indiana,44,Rhode Island,Hispanic,3,3
18838,18,Indiana,44,Rhode Island,Hispanic,4,0
18839,18,Indiana,44,Rhode Island,Hispanic,5,5
18840,18,Indiana,44,Rhode Island,Other,1,3
18841,18,Indiana,44,Rhode Island,Other,2,3
18842,18,Indiana,44,Rhode Island,Other,3,2
18843,18,Indiana,44,Rhode Island,Other,4,1
18844,18,Indiana,44,Rhode Island,Other,5,1
18845,18,Indiana,44,Rhode Island,White,1,14
18846,18,Indiana,44,Rhode Island,White,2,19
18847,18,Indiana,44,Rhode Island,White,3,21
18848,18,Indiana,44,Rhode Island,White,4,43
18849,18,Indiana,44,Rhode Island,White,5,39
18850,18,Indiana,45,South Carolina,Asian,1,2
18851,18,Indiana,45,South Carolina,Asian,2,1
18852,18,Indiana,45,South Carolina,Asian,3,3
18853,18,Indiana,45,South Carolina,Asian,4,8
18854,18,Indiana,45,South Carolina,Asian,5,1
18855,18,Indiana,45,South Carolina,Black,1,35
18856,18,Indiana,45,South Carolina,Black,2,47
18857,18,Indiana,45,South Carolina,Black,3,13
18858,18,Indiana,45,South Carolina,Black,4,16
18859,18,Indiana,45,South Carolina,Black,5,9
18860,18,Indiana,45,South Carolina,Hispanic,1,5
18861,18,Indiana,45,South Carolina,Hispanic,2,15
18862,18,Indiana,45,South Carolina,Hispanic,3,13
18863,18,Indiana,45,South Carolina,Hispanic,4,10
18864,18,Indiana,45,South Carolina,Hispanic,5,17
18865,18,Indiana,45,South Carolina,Other,1,19
18866,18,Indiana,45,South Carolina,Other,2,23
18867,18,Indiana,45,South Carolina,Other,3,12
18868,18,Indiana,45,South Carolina,Other,4,15
18869,18,Indiana,45,South Carolina,Other,5,10
18870,18,Indiana,45,South Carolina,White,1,164
18871,18,Indiana,45,South Carolina,White,2,242
18872,18,Indiana,45,South Carolina,White,3,337
18873,18,Indiana,45,South Carolina,White,4,571
18874,18,Indiana,45,South Carolina,White,5,528
18875,18,Indiana,46,South Dakota,Asian,1,0
18876,18,Indiana,46,South Dakota,Asian,2,1
18877,18,Indiana,46,South Dakota,Asian,3,0
18878,18,Indiana,46,South Dakota,Asian,4,1
18879,18,Indiana,46,South Dakota,Asian,5,0
18880,18,Indiana,46,South Dakota,Black,1,3
18881,18,Indiana,46,South Dakota,Black,2,4
18882,18,Indiana,46,South Dakota,Black,3,2
18883,18,Indiana,46,South Dakota,Black,4,3
18884,18,Indiana,46,South Dakota,Black,5,2
18885,18,Indiana,46,South Dakota,Hispanic,1,2
18886,18,Indiana,46,South Dakota,Hispanic,2,7
18887,18,Indiana,46,South Dakota,Hispanic,3,2
18888,18,Indiana,46,South Dakota,Hispanic,4,2
18889,18,Indiana,46,South Dakota,Hispanic,5,1
18890,18,Indiana,46,South Dakota,Other,1,5
18891,18,Indiana,46,South Dakota,Other,2,4
18892,18,Indiana,46,South Dakota,Other,3,5
18893,18,Indiana,46,South Dakota,Other,4,4
18894,18,Indiana,46,South Dakota,Other,5,4
18895,18,Indiana,46,South Dakota,White,1,23
18896,18,Indiana,46,South Dakota,White,2,39
18897,18,Indiana,46,South Dakota,White,3,52
18898,18,Indiana,46,South Dakota,White,4,72
18899,18,Indiana,46,South Dakota,White,5,47
18900,18,Indiana,47,Tennessee,Asian,1,3
18901,18,Indiana,47,Tennessee,Asian,2,5
18902,18,Indiana,47,Tennessee,Asian,3,5
18903,18,Indiana,47,Tennessee,Asian,4,10
18904,18,Indiana,47,Tennessee,Asian,5,10
18905,18,Indiana,47,Tennessee,Black,1,313
18906,18,Indiana,47,Tennessee,Black,2,222
18907,18,Indiana,47,Tennessee,Black,3,105
18908,18,Indiana,47,Tennessee,Black,4,83
18909,18,Indiana,47,Tennessee,Black,5,49
18910,18,Indiana,47,Tennessee,Hispanic,1,47
18911,18,Indiana,47,Tennessee,Hispanic,2,35
18912,18,Indiana,47,Tennessee,Hispanic,3,52
18913,18,Indiana,47,Tennessee,Hispanic,4,36
18914,18,Indiana,47,Tennessee,Hispanic,5,33
18915,18,Indiana,47,Tennessee,Other,1,79
18916,18,Indiana,47,Tennessee,Other,2,59
18917,18,Indiana,47,Tennessee,Other,3,50
18918,18,Indiana,47,Tennessee,Other,4,42
18919,18,Indiana,47,Tennessee,Other,5,34
18920,18,Indiana,47,Tennessee,White,1,586
18921,18,Indiana,47,Tennessee,White,2,839
18922,18,Indiana,47,Tennessee,White,3,1194
18923,18,Indiana,47,Tennessee,White,4,1619
18924,18,Indiana,47,Tennessee,White,5,1535
18925,18,Indiana,48,Texas,Asian,1,8
18926,18,Indiana,48,Texas,Asian,2,9
18927,18,Indiana,48,Texas,Asian,3,22
18928,18,Indiana,48,Texas,Asian,4,23
18929,18,Indiana,48,Texas,Asian,5,35
18930,18,Indiana,48,Texas,Black,1,528
18931,18,Indiana,48,Texas,Black,2,412
18932,18,Indiana,48,Texas,Black,3,225
18933,18,Indiana,48,Texas,Black,4,151
18934,18,Indiana,48,Texas,Black,5,94
18935,18,Indiana,48,Texas,Hispanic,1,277
18936,18,Indiana,48,Texas,Hispanic,2,232
18937,18,Indiana,48,Texas,Hispanic,3,202
18938,18,Indiana,48,Texas,Hispanic,4,152
18939,18,Indiana,48,Texas,Hispanic,5,80
18940,18,Indiana,48,Texas,Other,1,154
18941,18,Indiana,48,Texas,Other,2,124
18942,18,Indiana,48,Texas,Other,3,108
18943,18,Indiana,48,Texas,Other,4,74
18944,18,Indiana,48,Texas,Other,5,54
18945,18,Indiana,48,Texas,White,1,648
18946,18,Indiana,48,Texas,White,2,990
18947,18,Indiana,48,Texas,White,3,1452
18948,18,Indiana,48,Texas,White,4,2058
18949,18,Indiana,48,Texas,White,5,2281
18950,18,Indiana,49,Utah,Asian,1,1
18951,18,Indiana,49,Utah,Asian,2,1
18952,18,Indiana,49,Utah,Asian,3,1
18953,18,Indiana,49,Utah,Asian,4,1
18954,18,Indiana,49,Utah,Asian,5,1
18955,18,Indiana,49,Utah,Black,1,8
18956,18,Indiana,49,Utah,Black,2,9
18957,18,Indiana,49,Utah,Black,3,5
18958,18,Indiana,49,Utah,Black,4,7
18959,18,Indiana,49,Utah,Black,5,3
18960,18,Indiana,49,Utah,Hispanic,1,9
18961,18,Indiana,49,Utah,Hispanic,2,4
18962,18,Indiana,49,Utah,Hispanic,3,12
18963,18,Indiana,49,Utah,Hispanic,4,14
18964,18,Indiana,49,Utah,Hispanic,5,9
18965,18,Indiana,49,Utah,Other,1,6
18966,18,Indiana,49,Utah,Other,2,4
18967,18,Indiana,49,Utah,Other,3,5
18968,18,Indiana,49,Utah,Other,4,11
18969,18,Indiana,49,Utah,Other,5,8
18970,18,Indiana,49,Utah,White,1,58
18971,18,Indiana,49,Utah,White,2,80
18972,18,Indiana,49,Utah,White,3,181
18973,18,Indiana,49,Utah,White,4,276
18974,18,Indiana,49,Utah,White,5,317
18975,18,Indiana,50,Vermont,Asian,1,0
18976,18,Indiana,50,Vermont,Asian,2,0
18977,18,Indiana,50,Vermont,Asian,3,0
18978,18,Indiana,50,Vermont,Asian,4,2
18979,18,Indiana,50,Vermont,Asian,5,2
18980,18,Indiana,50,Vermont,Black,1,1
18981,18,Indiana,50,Vermont,Black,2,0
18982,18,Indiana,50,Vermont,Black,3,2
18983,18,Indiana,50,Vermont,Black,4,0
18984,18,Indiana,50,Vermont,Black,5,0
18985,18,Indiana,50,Vermont,Hispanic,1,0
18986,18,Indiana,50,Vermont,Hispanic,2,0
18987,18,Indiana,50,Vermont,Hispanic,3,1
18988,18,Indiana,50,Vermont,Hispanic,4,3
18989,18,Indiana,50,Vermont,Hispanic,5,0
18990,18,Indiana,50,Vermont,Other,1,1
18991,18,Indiana,50,Vermont,Other,2,3
18992,18,Indiana,50,Vermont,Other,3,2
18993,18,Indiana,50,Vermont,Other,4,1
18994,18,Indiana,50,Vermont,Other,5,2
18995,18,Indiana,50,Vermont,White,1,11
18996,18,Indiana,50,Vermont,White,2,11
18997,18,Indiana,50,Vermont,White,3,25
18998,18,Indiana,50,Vermont,White,4,39
18999,18,Indiana,50,Vermont,White,5,47
19000,18,Indiana,51,Virginia,Asian,1,1
19001,18,Indiana,51,Virginia,Asian,2,2
19002,18,Indiana,51,Virginia,Asian,3,7
19003,18,Indiana,51,Virginia,Asian,4,6
19004,18,Indiana,51,Virginia,Asian,5,1
19005,18,Indiana,51,Virginia,Black,1,87
19006,18,Indiana,51,Virginia,Black,2,61
19007,18,Indiana,51,Virginia,Black,3,43
19008,18,Indiana,51,Virginia,Black,4,23
19009,18,Indiana,51,Virginia,Black,5,14
19010,18,Indiana,51,Virginia,Hispanic,1,17
19011,18,Indiana,51,Virginia,Hispanic,2,17
19012,18,Indiana,51,Virginia,Hispanic,3,19
19013,18,Indiana,51,Virginia,Hispanic,4,16
19014,18,Indiana,51,Virginia,Hispanic,5,13
19015,18,Indiana,51,Virginia,Other,1,24
19016,18,Indiana,51,Virginia,Other,2,22
19017,18,Indiana,51,Virginia,Other,3,18
19018,18,Indiana,51,Virginia,Other,4,17
19019,18,Indiana,51,Virginia,Other,5,16
19020,18,Indiana,51,Virginia,White,1,195
19021,18,Indiana,51,Virginia,White,2,286
19022,18,Indiana,51,Virginia,White,3,453
19023,18,Indiana,51,Virginia,White,4,582
19024,18,Indiana,51,Virginia,White,5,541
19025,18,Indiana,53,Washington,Asian,1,1
19026,18,Indiana,53,Washington,Asian,2,3
19027,18,Indiana,53,Washington,Asian,3,8
19028,18,Indiana,53,Washington,Asian,4,8
19029,18,Indiana,53,Washington,Asian,5,19
19030,18,Indiana,53,Washington,Black,1,48
19031,18,Indiana,53,Washington,Black,2,42
19032,18,Indiana,53,Washington,Black,3,26
19033,18,Indiana,53,Washington,Black,4,15
19034,18,Indiana,53,Washington,Black,5,14
19035,18,Indiana,53,Washington,Hispanic,1,27
19036,18,Indiana,53,Washington,Hispanic,2,25
19037,18,Indiana,53,Washington,Hispanic,3,28
19038,18,Indiana,53,Washington,Hispanic,4,25
19039,18,Indiana,53,Washington,Hispanic,5,14
19040,18,Indiana,53,Washington,Other,1,27
19041,18,Indiana,53,Washington,Other,2,35
19042,18,Indiana,53,Washington,Other,3,28
19043,18,Indiana,53,Washington,Other,4,33
19044,18,Indiana,53,Washington,Other,5,19
19045,18,Indiana,53,Washington,White,1,209
19046,18,Indiana,53,Washington,White,2,384
19047,18,Indiana,53,Washington,White,3,559
19048,18,Indiana,53,Washington,White,4,750
19049,18,Indiana,53,Washington,White,5,800
19050,18,Indiana,54,West Virginia,Asian,1,1
19051,18,Indiana,54,West Virginia,Asian,2,0
19052,18,Indiana,54,West Virginia,Asian,3,0
19053,18,Indiana,54,West Virginia,Asian,4,0
19054,18,Indiana,54,West Virginia,Asian,5,1
19055,18,Indiana,54,West Virginia,Black,1,5
19056,18,Indiana,54,West Virginia,Black,2,4
19057,18,Indiana,54,West Virginia,Black,3,3
19058,18,Indiana,54,West Virginia,Black,4,3
19059,18,Indiana,54,West Virginia,Black,5,1
19060,18,Indiana,54,West Virginia,Hispanic,1,3
19061,18,Indiana,54,West Virginia,Hispanic,2,2
19062,18,Indiana,54,West Virginia,Hispanic,3,3
19063,18,Indiana,54,West Virginia,Hispanic,4,1
19064,18,Indiana,54,West Virginia,Hispanic,5,2
19065,18,Indiana,54,West Virginia,Other,1,2
19066,18,Indiana,54,West Virginia,Other,2,3
19067,18,Indiana,54,West Virginia,Other,3,6
19068,18,Indiana,54,West Virginia,Other,4,2
19069,18,Indiana,54,West Virginia,Other,5,1
19070,18,Indiana,54,West Virginia,White,1,49
19071,18,Indiana,54,West Virginia,White,2,58
19072,18,Indiana,54,West Virginia,White,3,73
19073,18,Indiana,54,West Virginia,White,4,91
19074,18,Indiana,54,West Virginia,White,5,41
19075,18,Indiana,55,Wisconsin,Asian,1,0
19076,18,Indiana,55,Wisconsin,Asian,2,3
19077,18,Indiana,55,Wisconsin,Asian,3,4
19078,18,Indiana,55,Wisconsin,Asian,4,7
19079,18,Indiana,55,Wisconsin,Asian,5,10
19080,18,Indiana,55,Wisconsin,Black,1,217
19081,18,Indiana,55,Wisconsin,Black,2,100
19082,18,Indiana,55,Wisconsin,Black,3,31
19083,18,Indiana,55,Wisconsin,Black,4,13
